cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
f,f,b,f,n,n,d,n,w,t,b,s,s,g,p,p,w,t,z,o,y,d
x,f,n,t,n,f,c,b,p,e,b,y,y,p,g,p,o,o,f,k,y,w
x,s,w,t,y,n,c,n,u,t,b,s,s,p,g,p,y,o,p,h,y,g
c,f,p,t,p,n,w,n,p,t,c,s,s,w,g,p,y,o,z,n,c,w
k,f,g,t,n,a,w,b,g,e,b,f,s,w,g,p,n,o,p,k,y,p
k,y,n,t,n,f,w,n,g,t,b,k,k,w,w,u,w,o,n,k,v,g
b,s,p,f,c,n,c,n,k,t,b,s,s,n,n,u,w,o,s,k,a,d
f,y,g,f,n,f,c,b,w,t,e,s,k,e,w,u,w,b,n,k,y,d
b,s,n,f,n,f,c,b,o,t,b,s,s,w,e,p,w,o,p,u,a,d
f,s,n,t,f,a,w,b,w,e,e,s,f,o,o,p,w,o,e,r,v,l
f,y,n,f,n,n,c,n,u,t,e,s,s,n,n,p,y,o,p,k,s,d
c,y,b,t,l,d,w,b,n,t,c,y,y,g,b,p,o,o,p,n,y,d
x,s,e,f,n,f,c,b,n,t,b,s,s,g,g,p,w,b,p,h,v,m
s,y,e,t,n,f,c,b,y,t,r,k,k,p,y,u,w,o,p,y,y,p
c,f,e,t,n,a,c,b,n,e,b,s,s,w,w,p,n,o,c,w,c,d
x,f,c,t,n,a,d,b,u,t,u,f,s,p,p,p,n,t,c,o,n,p
b,s,w,f,n,f,c,b,n,e,e,y,s,n,n,p,o,o,e,k,s,g
b,y,w,t,n,d,c,b,p,e,b,s,s,e,p,p,o,o,p,u,a,w
s,f,b,f,n,f,d,b,r,t,e,k,k,p,p,u,w,t,e,o,y,w
c,s,n,f,n,f,c,n,p,t,c,s,s,w,w,p,y,o,s,n,y,g
b,f,c,t,n,a,c,b,k,e,b,f,s,p,p,p,n,b,p,k,a,u
x,g,e,t,c,d,d,b,p,e,u,s,s,c,c,p,o,t,p,b,v,m
x,y,n,t,m,f,c,n,b,t,u,s,s,g,p,p,w,t,s,k,n,l
x,g,g,t,n,d,d,b,u,e,u,s,s,y,b,p,w,o,l,n,c,d
x,g,w,t,n,f,d,b,b,t,b,s,s,p,y,p,o,t,p,k,y,u
b,y,g,t,a,a,c,b,w,t,b,s,f,p,g,p,n,b,e,k,a,d
c,y,g,t,f,f,c,b,p,t,b,k,k,o,o,u,w,o,p,r,c,d
f,y,y,t,n,f,d,b,p,e,r,f,s,g,c,p,n,o,p,n,v,d
f,f,b,t,n,f,c,n,p,t,e,s,k,w,w,u,w,o,p,u,s,w
b,y,e,f,a,n,c,n,o,t,b,s,s,n,n,p,w,o,p,k,y,d
c,f,g,t,f,f,w,n,w,t,b,k,k,o,o,p,w,o,p,r,c,p
s,s,n,t,s,n,d,n,w,t,r,s,s,p,p,p,w,t,p,y,y,d
k,g,w,t,n,f,c,b,g,e,z,y,y,w,w,p,w,o,f,k,v,d
f,s,n,f,f,f,c,n,w,t,z,s,s,p,b,p,y,o,z,n,v,l
x,y,g,t,m,n,d,n,u,t,b,s,s,p,p,u,y,t,s,n,v,d
b,f,e,t,a,a,c,b,w,e,b,f,f,w,g,p,n,b,e,k,y,g
k,s,n,f,n,f,w,b,g,t,b,s,s,o,o,u,y,o,p,k,v,g
k,y,c,t,l,a,w,b,g,e,b,s,s,b,b,p,w,o,e,k,v,d
f,y,n,t,s,f,d,n,w,t,u,s,k,y,y,p,w,t,p,k,n,u
b,s,c,f,a,f,c,n,p,t,b,s,s,w,w,u,y,b,p,k,a,l
k,y,r,t,p,f,c,b,n,t,z,k,k,p,w,p,w,o,p,n,v,d
c,g,g,t,n,d,w,b,p,e,c,y,s,g,p,p,w,o,p,k,y,d
x,y,y,t,n,n,c,b,h,t,b,s,s,g,p,u,w,b,s,h,s,d
c,s,y,f,p,n,w,n,p,t,b,s,s,c,g,u,y,o,z,k,y,m
x,y,g,t,s,f,d,n,b,t,b,k,s,w,y,u,w,t,p,y,n,d
x,f,w,t,n,f,w,n,g,t,b,k,s,w,b,p,w,o,p,n,y,d
x,f,n,t,p,f,c,b,g,t,z,s,s,p,p,p,n,o,p,w,v,u
b,f,n,t,n,f,c,b,k,t,b,s,k,g,w,p,w,o,p,u,a,d
f,y,p,f,l,f,w,b,u,t,b,k,k,b,p,p,w,o,p,n,c,d
k,g,n,t,l,f,c,b,w,t,b,s,y,b,b,p,w,o,p,k,v,d
c,y,g,f,l,f,c,b,n,t,c,s,s,b,b,u,y,o,p,k,c,d
b,g,c,t,n,f,c,b,k,t,b,s,y,e,e,p,o,o,l,u,a,w
x,g,n,t,s,f,d,b,w,e,u,s,y,y,y,p,o,t,l,k,v,l
f,g,b,t,p,f,w,b,n,e,b,s,y,w,p,p,o,o,f,w,c,d
c,g,e,t,l,f,c,b,p,t,b,y,s,w,g,p,o,o,l,n,c,d
x,y,r,f,c,f,c,b,u,t,u,k,k,p,g,p,w,t,p,n,y,w
x,f,c,t,n,d,c,b,u,t,b,y,y,y,g,p,o,t,l,y,n,p
x,f,g,t,m,f,c,b,b,e,b,s,y,w,p,p,o,o,f,o,v,w
f,g,e,t,n,d,d,b,y,t,b,y,y,c,p,p,o,o,l,n,v,d
b,s,w,t,y,n,c,n,k,t,b,s,s,g,g,u,y,b,p,h,a,d
x,y,b,t,n,f,c,b,n,t,b,s,s,o,p,p,w,o,p,r,c,d
x,y,g,t,l,f,c,b,u,t,z,s,s,b,w,p,n,o,p,n,v,d
b,f,r,t,n,a,c,b,o,e,b,f,f,e,e,p,n,b,p,u,y,d
x,f,g,t,n,f,c,n,u,t,r,k,k,p,y,p,w,t,n,n,v,d
f,f,n,t,m,a,d,b,u,e,u,f,s,w,w,p,n,t,p,o,v,d
x,y,p,t,n,a,c,b,e,e,b,s,s,n,n,p,w,b,p,k,s,d
f,g,g,t,n,f,c,b,u,e,b,y,s,g,g,p,o,o,p,k,v,g
f,f,w,f,n,a,c,b,h,t,e,s,f,w,w,p,w,o,c,n,s,g
c,y,y,t,n,f,w,n,w,t,b,k,s,b,g,u,w,o,p,n,c,l
f,f,g,f,n,a,c,b,e,e,e,f,f,e,e,p,w,b,e,u,s,g
c,g,p,t,n,d,c,b,u,e,c,s,y,g,w,p,w,o,p,n,c,d
x,f,e,t,n,a,c,b,u,t,b,s,f,w,c,p,w,o,e,b,n,d
s,y,e,t,p,f,c,b,r,e,r,s,y,w,c,p,o,t,p,b,s,u
x,y,u,t,c,f,d,b,u,t,b,s,k,c,g,u,w,o,p,b,v,p
f,f,n,t,a,f,c,b,o,t,b,s,f,w,w,p,n,b,p,k,a,d
k,f,g,t,n,f,c,b,w,t,b,f,f,g,g,p,w,o,e,n,v,d
f,g,e,t,n,f,c,b,n,t,e,s,y,p,e,p,o,b,l,u,v,g
f,g,g,t,m,d,c,b,n,t,b,s,s,g,p,p,o,o,l,k,v,u
f,f,g,t,a,a,c,b,p,e,b,f,f,n,g,p,w,b,c,k,s,u
c,f,e,t,n,a,c,b,p,e,c,s,f,o,o,p,n,o,p,r,c,d
k,y,n,t,p,a,c,b,n,t,b,f,f,w,g,p,n,o,c,w,v,d
b,y,w,t,y,n,c,b,n,t,b,s,s,w,g,p,w,b,p,n,a,u
f,y,n,f,l,f,c,b,p,t,b,k,k,g,w,u,w,o,p,k,y,u
x,y,y,f,n,n,c,n,h,t,e,s,s,g,e,u,y,o,s,k,s,d
x,g,r,t,n,d,c,b,n,e,u,s,s,p,p,p,w,t,f,k,n,l
f,f,g,t,y,f,c,n,w,t,b,k,k,w,g,u,w,b,p,h,v,d
c,s,n,f,p,n,w,b,p,t,c,s,s,w,w,p,w,o,p,w,c,u
x,f,e,f,n,f,w,n,p,t,b,k,s,b,p,u,y,o,p,o,v,l
s,s,w,f,c,d,w,b,k,e,r,s,s,c,c,p,w,o,f,n,y,d
b,y,u,t,y,f,c,n,o,t,b,s,s,g,w,p,w,b,p,h,a,u
x,f,g,t,n,d,c,b,e,t,b,s,s,e,g,p,o,b,l,u,s,l
x,s,n,f,a,n,c,n,w,t,b,s,s,p,n,u,y,b,p,k,y,g
c,g,g,t,l,f,w,b,n,t,c,y,y,g,b,p,w,o,f,n,y,u
f,y,n,f,f,f,c,b,g,t,z,s,s,g,p,u,w,o,p,r,v,l
x,f,w,t,l,a,c,b,u,e,z,f,s,w,p,p,w,o,c,n,v,d
x,y,n,t,n,f,w,b,p,e,z,y,y,b,g,p,w,o,l,n,v,d
f,s,g,t,p,a,c,b,h,e,e,f,s,n,n,p,w,o,c,k,v,d
x,f,u,t,a,f,c,n,o,t,b,k,k,n,g,u,w,o,p,k,v,d
f,s,w,t,y,a,c,b,k,e,e,s,s,w,g,p,n,o,e,u,s,g
f,g,g,t,n,d,w,b,h,e,e,y,y,e,e,p,o,b,l,n,s,g
x,f,e,t,p,f,w,b,p,t,b,k,s,w,w,u,w,o,p,k,v,d
f,g,n,t,n,d,c,b,w,t,b,s,y,o,o,p,w,o,l,k,v,d
s,f,g,t,n,d,c,b,r,t,b,s,y,c,g,p,w,t,f,k,v,d
k,y,w,f,f,f,c,n,n,t,b,k,s,p,o,p,w,o,n,k,v,w
f,s,n,f,n,f,d,b,u,t,r,s,s,w,y,p,y,t,p,k,y,l
f,g,n,t,n,d,c,b,h,e,e,s,y,p,e,p,o,b,l,u,v,l
x,f,g,f,n,f,c,b,e,e,e,f,f,e,e,p,n,o,e,u,y,u
f,f,y,t,n,a,c,b,h,e,e,s,f,g,g,p,n,b,c,u,s,d
b,y,n,f,n,f,w,b,h,t,b,k,k,w,e,u,w,o,n,u,a,g
x,f,p,t,p,a,c,b,n,e,c,f,f,w,w,p,w,o,p,n,v,g
c,y,g,t,n,d,d,b,p,t,r,s,y,y,p,p,o,t,f,n,y,d
c,f,e,t,n,f,c,b,p,e,b,s,s,w,w,p,w,o,p,w,v,w
x,f,n,t,l,a,w,b,p,e,b,s,s,b,b,p,w,o,c,n,v,p
f,y,y,f,n,f,c,b,h,t,b,s,s,p,g,p,w,b,s,k,s,u
k,y,g,f,n,f,w,n,g,t,b,k,k,p,b,p,w,o,n,n,v,d
x,s,w,t,c,f,c,b,b,t,u,s,s,p,c,u,w,o,p,b,v,d
s,s,p,f,n,f,d,n,u,t,r,s,s,y,y,p,y,o,z,k,y,p
s,f,g,t,c,d,d,b,r,e,b,y,s,c,c,p,o,t,l,k,y,u
b,f,g,t,a,a,c,b,o,t,b,s,f,g,n,p,w,b,p,k,y,d
x,y,e,t,n,f,w,n,w,t,z,s,s,b,b,u,w,o,p,n,v,w
x,s,e,t,n,n,w,b,n,t,c,s,s,w,o,u,w,o,s,k,y,d
c,s,w,t,p,a,w,n,n,e,e,f,s,o,w,p,w,o,e,k,a,u
x,g,w,t,c,d,c,b,u,e,u,s,y,c,w,p,w,t,l,k,v,d
x,g,c,t,l,d,c,b,w,t,b,y,s,b,p,p,w,o,l,n,v,p
f,y,e,t,n,a,c,b,w,e,u,f,s,y,y,p,n,o,c,y,n,d
f,y,g,f,n,f,d,b,p,t,u,s,s,c,c,p,w,t,n,k,v,u
x,y,g,t,n,f,c,b,y,t,r,y,y,w,c,p,o,t,f,b,v,d
x,y,b,t,n,d,w,b,w,t,b,y,s,o,o,p,w,o,l,n,c,p
c,f,y,f,n,f,w,b,w,t,c,s,s,w,w,u,y,o,p,n,y,d
x,y,e,f,n,f,c,n,w,t,u,k,s,c,w,p,w,t,p,b,n,w
f,f,y,t,a,d,c,b,n,t,b,y,s,n,n,p,o,b,p,n,s,d
x,y,g,f,n,f,c,b,w,t,z,k,s,w,w,p,w,o,p,w,v,m
f,f,n,t,s,a,d,b,p,e,u,f,s,w,y,p,w,t,p,y,v,g
f,y,e,t,a,f,c,b,p,t,e,s,s,n,n,p,n,b,c,n,s,d
x,y,g,t,s,f,c,b,u,t,b,k,s,p,w,u,w,o,n,w,v,d
x,f,g,t,s,d,d,b,r,e,b,y,s,y,y,p,w,t,p,y,v,w
x,y,p,f,f,n,w,n,n,t,c,s,s,p,o,p,y,o,s,r,y,d
f,f,u,t,n,f,c,n,b,t,b,k,k,c,c,p,w,o,p,b,n,d
s,y,n,t,m,f,c,b,y,e,r,y,y,p,p,p,w,o,l,o,y,u
k,s,n,t,l,f,w,b,p,t,b,s,s,b,b,p,w,o,s,k,y,d
f,g,n,t,n,d,c,b,e,t,b,s,y,p,g,p,w,o,p,h,s,w
b,g,n,t,n,f,c,b,k,t,b,s,s,e,g,p,o,b,p,u,a,w
s,g,n,t,c,f,d,b,y,t,r,s,s,c,c,p,w,o,f,n,v,d
x,s,w,t,p,n,c,b,p,t,z,s,s,w,p,u,w,o,s,w,v,p
k,f,g,f,f,f,c,b,g,t,z,k,k,p,o,u,w,o,n,n,v,d
s,f,y,t,m,f,c,b,u,e,b,s,k,c,c,u,w,o,p,n,y,u
x,g,n,t,n,f,c,b,p,t,u,y,y,y,g,p,o,o,f,n,v,d
f,g,p,f,n,d,c,n,g,e,b,y,s,e,w,p,w,b,f,u,s,l
x,f,e,t,n,f,d,b,r,t,b,s,f,p,p,p,w,o,p,n,y,d
f,f,n,f,n,f,c,b,h,t,e,k,k,p,g,u,w,o,p,u,s,d
f,f,n,t,n,a,c,b,e,e,b,f,s,p,g,p,w,b,c,k,y,d
f,f,g,t,n,a,c,b,h,t,b,s,s,p,n,p,n,b,c,k,s,d
k,g,n,t,n,f,w,b,n,e,z,y,y,w,g,p,w,o,p,k,v,d
c,f,g,t,l,d,w,b,w,t,b,y,s,w,b,p,w,o,p,n,y,d
k,s,u,t,n,f,c,n,n,t,z,s,s,w,w,u,w,o,s,w,y,d
x,f,g,t,n,f,c,b,u,t,u,f,f,p,w,p,w,t,e,k,v,g
x,g,g,t,n,d,c,b,u,e,b,s,s,p,g,p,o,o,f,n,y,w
f,y,g,t,s,f,d,b,y,t,r,s,k,w,g,p,w,o,p,n,y,w
b,f,e,t,n,f,c,b,u,e,b,f,f,e,g,p,n,b,c,n,a,p
f,y,n,f,y,f,c,n,e,t,e,s,s,p,g,u,y,b,s,k,s,g
c,y,y,f,n,n,w,n,p,t,b,s,s,g,w,p,y,o,p,w,v,g
x,y,g,f,a,f,c,n,h,t,e,s,s,w,w,u,y,o,p,n,s,d
f,s,g,t,n,n,c,b,w,t,e,s,s,p,p,u,y,o,s,u,s,m
x,y,r,t,n,f,c,b,k,t,b,k,s,e,w,p,w,b,n,k,a,m
k,s,g,f,l,n,w,b,h,e,b,s,k,b,b,p,w,o,l,h,y,g
x,g,n,t,c,f,c,b,b,e,b,y,y,c,p,p,o,t,l,b,n,u
c,g,y,t,f,d,w,b,n,e,b,s,s,g,p,p,o,o,l,r,y,d
x,f,e,t,n,f,d,b,r,t,r,f,f,p,g,p,n,t,c,k,y,u
f,g,w,t,y,d,c,b,p,t,b,s,y,g,w,p,w,o,p,h,a,d
f,y,e,f,p,f,c,n,p,t,c,s,k,w,w,u,w,o,p,k,c,d
f,y,g,t,n,f,c,b,e,t,e,s,s,w,w,u,w,b,p,k,s,l
c,f,y,t,n,f,c,b,p,e,c,y,y,o,w,p,o,o,l,r,c,p
x,y,g,t,n,d,d,b,u,t,b,y,s,c,c,p,o,o,p,b,y,d
x,f,p,f,f,f,w,b,n,t,e,s,s,w,w,u,y,o,e,n,c,g
b,y,c,t,n,d,c,b,n,e,b,y,s,n,w,p,w,b,l,k,y,d
f,f,e,t,n,a,c,b,p,t,b,s,f,g,g,p,n,b,e,k,s,g
x,y,n,t,n,f,c,n,u,t,b,s,s,c,c,p,w,t,p,y,v,u
s,y,y,t,n,f,c,b,y,e,r,s,s,y,y,p,o,o,p,y,y,m
k,f,w,t,n,f,w,n,p,t,b,s,s,b,b,p,w,o,p,n,v,m
x,g,r,t,n,d,c,b,w,e,b,s,y,o,o,p,o,o,f,k,v,u
x,f,u,t,n,f,c,b,k,t,b,f,f,g,g,p,w,b,c,n,v,p
x,y,n,f,a,f,c,n,h,t,e,k,k,n,p,p,w,b,p,k,v,d
f,g,r,t,y,f,c,b,k,e,b,s,y,g,g,p,w,o,p,k,a,d
x,y,w,t,n,f,c,b,n,t,b,s,s,g,n,p,y,b,s,k,a,d
x,s,g,f,n,f,c,n,u,t,u,s,s,y,y,u,y,o,p,y,n,d
f,s,r,f,n,f,w,b,u,t,z,s,s,w,w,u,y,o,z,w,y,d
x,g,g,t,c,d,c,b,p,t,r,s,y,g,g,p,w,o,l,b,v,g
f,f,w,t,s,n,d,b,u,t,b,s,s,y,p,p,n,t,c,y,v,d
x,s,e,t,n,f,c,b,p,t,b,s,s,o,o,u,y,o,p,k,v,d
c,g,g,t,n,d,w,b,n,t,c,y,y,p,o,p,o,o,l,r,y,d
x,s,g,f,n,f,c,b,k,t,b,s,s,g,p,p,w,b,s,k,v,d
f,f,g,t,y,f,c,b,k,e,b,f,s,w,g,p,n,o,e,h,a,d
x,f,g,t,n,a,c,b,p,t,b,s,f,w,n,p,n,o,e,n,a,g
x,f,n,t,m,f,c,b,u,t,u,f,s,g,p,p,w,t,c,o,v,d
k,y,g,f,n,f,c,n,w,t,b,s,s,w,w,u,w,o,p,n,v,d
c,y,g,t,n,f,c,b,p,t,c,s,k,w,p,p,w,o,n,r,c,d
x,s,e,f,c,n,d,n,b,t,u,s,s,w,p,u,y,t,p,b,n,g
f,y,n,t,n,d,c,b,w,t,b,y,y,e,g,p,o,b,f,u,v,d
x,g,p,t,n,d,d,b,u,t,b,y,y,w,w,p,n,o,c,k,y,d
f,y,c,t,p,f,c,n,k,e,b,k,s,n,w,p,w,o,p,k,a,u
x,s,u,f,s,d,d,b,n,t,e,y,y,w,y,p,w,o,l,y,s,d
x,s,g,t,n,f,c,n,u,t,e,s,s,e,e,u,w,o,s,k,v,d
x,f,e,t,n,a,w,b,p,e,c,f,f,w,g,p,w,o,p,n,y,d
x,s,e,f,c,n,c,n,u,e,b,s,s,n,w,p,w,o,s,n,s,l
x,f,u,t,n,f,c,b,o,t,b,s,s,p,e,p,w,b,p,k,y,g
x,y,e,t,n,f,w,b,n,t,c,s,s,w,g,p,w,o,p,k,v,u
x,y,c,f,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,b,n,d
b,y,e,f,a,f,c,b,o,t,b,s,k,p,g,p,w,b,p,k,v,u
x,f,y,t,m,f,w,b,k,t,e,s,s,p,w,p,w,t,e,o,s,d
b,f,u,t,n,a,c,b,p,e,b,s,s,g,e,p,n,o,c,u,a,d
x,y,g,t,n,f,c,b,n,t,b,s,s,y,p,u,w,t,p,y,v,d
x,y,e,t,y,f,c,n,n,t,e,s,s,g,p,u,w,b,p,h,s,d
b,f,w,t,y,f,c,b,n,e,b,y,y,g,g,p,w,b,p,h,a,d
s,f,e,t,n,f,d,b,n,t,r,s,f,p,p,p,n,t,e,k,v,d
x,y,g,f,a,f,c,n,w,t,b,k,k,n,n,u,w,o,p,k,v,l
x,f,u,t,p,a,w,b,p,e,z,s,f,w,p,p,w,o,e,w,y,d
x,f,n,t,m,a,c,b,u,e,e,f,s,w,w,p,n,o,p,o,v,u
f,s,n,t,n,f,w,b,u,t,b,s,s,w,b,u,w,o,s,n,v,u
x,f,e,t,a,f,c,b,e,e,b,y,y,n,n,p,o,b,p,k,s,p
f,f,e,t,n,a,c,b,n,e,e,s,s,p,g,p,n,o,e,n,v,d
x,y,g,t,p,d,c,b,p,e,c,s,s,w,w,p,w,o,f,w,c,m
f,s,y,f,n,n,c,b,h,t,e,f,f,w,w,u,y,o,e,k,s,g
x,f,y,f,a,a,c,b,k,e,e,f,f,n,n,p,w,b,e,k,a,p
x,f,b,f,a,f,c,n,w,t,b,s,k,p,p,u,w,o,p,o,y,d
c,f,p,t,n,f,c,b,n,e,b,s,f,b,b,p,n,o,c,n,v,w
x,y,u,t,n,f,w,b,p,e,b,y,s,w,g,p,o,o,p,w,v,d
x,s,n,t,n,n,c,b,k,t,b,s,s,p,p,u,y,b,s,n,a,l
x,g,w,t,c,d,d,b,p,t,u,s,y,p,c,p,o,o,f,b,y,p
c,s,n,t,f,f,c,b,p,t,b,s,s,w,o,p,y,o,z,r,y,p
x,g,g,t,n,f,c,b,w,t,u,y,s,y,w,p,w,o,p,k,n,p
f,f,b,t,y,f,c,b,w,t,b,k,s,w,g,u,w,b,p,k,v,p
f,f,b,t,n,a,d,b,n,t,r,s,s,w,c,p,w,t,p,n,y,m
f,y,b,t,n,f,c,b,e,e,b,s,f,n,p,p,n,o,c,k,s,d
x,s,u,f,c,f,w,n,u,t,b,s,s,y,y,p,w,o,p,y,s,d
c,s,n,t,n,n,c,b,p,t,c,s,s,o,o,u,w,o,z,k,c,l
c,g,g,t,n,d,w,b,p,e,c,s,s,p,b,p,y,b,z,k,y,d
c,f,n,f,l,f,w,n,n,t,c,k,k,w,b,u,w,o,p,n,c,l
x,s,n,t,c,n,c,b,r,t,b,s,s,p,c,p,y,t,p,b,v,m
f,f,b,t,n,f,c,b,h,t,e,f,f,g,e,p,w,o,p,u,y,l
x,s,u,f,n,f,w,n,b,t,e,s,s,c,c,u,y,o,s,b,s,d
c,y,g,t,l,n,w,n,u,t,b,s,s,b,p,p,w,o,p,n,c,l
x,f,e,t,n,f,d,b,p,t,r,f,s,p,p,p,n,t,c,y,v,d
f,g,n,t,n,f,c,b,n,e,b,s,y,e,e,p,w,b,p,n,a,d
k,f,u,t,n,a,c,b,p,e,b,s,s,w,g,p,n,o,p,k,v,m
x,f,y,t,n,f,w,b,n,t,c,f,f,g,b,p,n,o,p,n,c,d
x,s,c,t,c,f,c,b,n,t,b,s,s,w,c,p,y,t,p,b,n,l
c,f,n,t,n,f,w,b,n,e,c,f,s,w,w,p,w,o,p,w,c,l
b,s,y,f,n,n,d,b,y,t,r,s,s,p,w,p,w,o,p,o,y,d
x,g,n,t,a,f,c,b,h,t,b,s,s,w,w,p,w,b,p,k,y,d
x,y,p,t,y,n,c,b,e,t,e,s,s,w,g,p,y,o,p,h,s,u
b,f,n,t,a,f,c,b,p,e,b,s,s,p,n,p,w,o,f,k,a,w
x,y,n,f,s,f,c,n,u,t,u,k,s,w,y,p,w,t,p,n,n,d
x,g,e,t,y,f,c,b,h,t,e,s,s,p,p,p,o,b,p,k,s,d
k,y,n,t,n,d,c,b,g,e,z,y,s,b,p,p,o,o,l,k,v,d
c,f,g,f,f,f,w,b,p,t,c,k,s,w,b,u,y,o,z,w,c,w
x,f,c,t,m,a,c,b,u,e,u,s,s,p,p,p,w,t,c,k,n,d
s,y,g,f,m,n,d,n,u,t,b,s,s,g,g,u,w,t,p,o,y,d
x,f,c,t,y,d,c,b,k,e,b,y,k,g,g,p,o,b,l,h,v,d
x,y,y,f,n,f,c,n,h,t,e,k,s,w,e,p,w,t,s,b,v,d
x,g,r,t,n,d,c,b,b,t,u,s,s,y,y,p,w,t,f,k,n,d
c,f,g,f,f,n,c,b,h,t,c,s,s,o,o,u,y,o,s,h,c,d
x,g,c,t,n,d,c,b,n,e,b,s,s,w,w,p,w,b,p,u,a,w
x,f,p,f,n,f,c,n,u,t,c,s,k,w,w,u,w,o,p,w,v,g
b,g,w,t,n,d,c,b,o,e,b,s,y,n,g,p,o,o,f,k,y,l
x,f,g,t,n,f,c,b,e,t,e,k,s,e,e,p,w,o,p,u,v,p
s,y,g,t,n,f,d,n,r,t,b,s,k,y,y,p,w,t,p,k,y,d
f,y,g,t,a,f,c,n,h,t,e,s,s,n,g,u,y,b,z,n,s,d
f,f,g,t,y,f,c,b,h,t,e,s,s,g,g,p,w,b,n,n,s,g
x,f,g,f,n,f,d,b,r,t,r,s,s,w,p,u,y,o,p,n,y,d
c,y,e,t,n,f,c,b,p,t,b,s,s,o,o,p,w,o,p,r,c,d
x,f,n,f,s,f,d,n,w,t,b,s,s,o,w,u,y,o,z,k,c,p
k,y,n,f,n,f,w,n,u,t,b,k,k,w,w,p,w,o,p,k,v,w
s,g,g,t,s,f,c,b,r,t,r,y,s,y,g,p,o,t,l,y,y,m
f,f,n,t,n,f,c,b,h,e,b,f,f,e,w,p,w,b,p,u,s,m
f,s,g,t,n,f,c,b,u,t,u,s,s,c,g,u,w,t,p,k,n,d
b,f,g,t,n,f,c,b,o,e,b,s,y,w,e,p,o,b,p,k,y,d
c,g,n,t,l,f,w,b,p,t,b,y,s,p,b,p,w,o,l,n,v,d
c,s,e,t,f,n,w,b,w,t,c,s,s,p,g,u,y,o,s,n,c,d
c,f,p,t,n,a,c,b,n,e,c,s,f,b,b,p,w,o,p,n,c,p
f,y,b,f,n,f,c,n,n,t,b,s,s,p,e,u,w,b,p,u,s,d
x,g,n,t,n,d,c,b,u,t,b,s,y,p,w,p,o,o,f,w,y,d
x,f,y,t,f,f,w,b,p,e,b,s,y,o,w,p,w,o,l,r,v,w
f,f,n,f,m,n,c,b,y,t,r,s,s,w,p,p,w,o,p,k,y,w
k,y,e,t,p,a,w,b,w,e,z,f,f,p,w,p,w,o,c,n,v,d
b,y,n,t,a,f,c,b,n,t,b,k,k,g,n,u,w,o,p,n,a,d
f,f,g,t,n,a,c,b,k,e,b,f,f,n,n,p,w,b,c,k,a,u
x,y,e,f,m,f,d,n,w,t,b,k,k,p,p,p,w,t,p,k,y,d
k,f,u,f,f,d,w,b,p,e,z,k,y,o,p,p,o,o,l,r,v,d
x,y,g,f,n,f,c,b,h,t,e,k,k,n,n,u,w,b,p,k,y,w
f,f,g,t,m,f,c,b,p,t,b,f,f,g,p,p,n,t,p,o,v,u
b,y,e,f,n,f,c,n,k,t,b,k,k,n,n,p,w,o,p,k,a,d
f,y,e,t,n,f,c,b,p,t,e,k,k,n,p,p,w,o,p,n,s,w
s,f,p,f,f,d,d,b,y,e,r,y,k,c,c,p,w,t,f,b,v,g
c,s,p,t,n,n,w,n,n,t,b,s,s,o,o,u,w,o,p,n,y,u
x,y,w,t,n,f,c,b,k,t,b,y,s,g,p,p,w,b,l,k,a,d
c,y,n,t,f,d,c,b,p,t,c,y,y,o,o,p,w,o,f,r,v,d
x,s,c,t,a,n,c,n,o,t,b,s,s,n,n,u,w,b,p,k,a,d
x,y,g,t,n,f,w,b,n,e,c,s,s,w,g,p,w,o,p,w,y,d
x,s,c,f,c,f,d,b,u,t,b,s,s,c,g,u,y,t,z,b,n,m
x,f,g,f,n,f,c,n,w,t,z,s,k,w,w,u,w,o,n,w,v,g
x,s,e,f,n,n,c,n,n,t,b,s,s,n,n,p,y,o,p,k,y,d
b,y,c,t,n,f,c,n,k,t,b,s,s,p,e,u,w,b,p,u,a,d
s,y,p,t,n,a,d,b,p,e,r,s,f,p,c,p,n,o,p,b,y,d
s,y,g,f,n,f,d,n,y,t,b,k,k,p,p,p,w,t,p,o,y,d
x,f,n,t,n,a,d,b,n,t,b,s,f,p,p,p,w,t,p,k,n,l
x,f,n,t,s,f,c,b,w,e,r,s,s,y,g,p,n,t,c,n,y,d
s,s,g,f,m,f,d,n,p,t,b,s,s,p,p,u,y,o,p,o,v,g
x,y,g,f,n,f,w,n,w,t,z,s,k,p,b,u,w,o,p,n,v,d
x,s,y,f,m,n,d,n,r,t,b,s,s,p,g,u,y,o,s,k,y,d
k,g,c,t,l,d,w,b,g,t,z,s,y,g,b,p,o,o,l,n,v,m
b,f,r,t,n,f,c,n,p,t,b,k,s,p,g,p,w,b,n,n,a,d
s,y,e,t,m,f,d,n,p,t,b,k,s,g,p,p,w,o,p,k,y,m
x,s,n,t,n,n,c,b,n,t,u,s,s,p,y,p,w,t,p,n,v,d
x,f,n,f,s,f,d,n,b,t,u,s,k,y,w,p,w,o,n,k,n,w
f,s,n,t,n,f,c,b,w,t,e,s,s,e,p,p,y,b,s,n,s,g
