class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,convex,scaly,pink,bruises,none,descending,crowded,broad,pink,tapering,club,scaly,scaly,orange,pink,partial,white,one,pendant,brown,clustered,woods
edible,sunken,fibrous,gray,no,none,notched,close,narrow,pink,tapering,rooted,smooth,smooth,pink,cinnamon,partial,yellow,two,pendant,buff,solitary,woods
edible,knobbed,grooves,white,bruises,none,descending,crowded,broad,white,enlarging,rhizomorphs,scaly,smooth,buff,buff,partial,orange,one,flaring,brown,several,woods
edible,flat,fibrous,red,bruises,none,attached,close,broad,red,enlarging,bulbous,fibrous,smooth,red,pink,partial,brown,other,evanescent,black,several,waste
edible,sunken,smooth,white,no,creosote,descending,distant,broad,green,enlarging,rooted,scaly,scaly,white,cinnamon,partial,white,two,large,buff,solitary,grasses
edible,convex,smooth,red,bruises,none,free,distant,narrow,buff,tapering,bulbous,smooth,smooth,white,yellow,universal,white,one,sheathing,brown,several,paths
edible,convex,fibrous,purple,bruises,none,free,close,broad,buff,tapering,cup,silky,smooth,cinnamon,cinnamon,partial,white,one,pendant,black,abundant,woods
edible,convex,grooves,gray,bruises,pungent,free,crowded,broad,purple,tapering,club,smooth,smooth,white,white,partial,orange,one,flaring,black,solitary,woods
edible,bell,grooves,brown,bruises,none,free,close,broad,brown,tapering,bulbous,scaly,scaly,pink,white,partial,white,one,pendant,purple,solitary,woods
edible,convex,fibrous,yellow,bruises,fishy,attached,close,broad,white,enlarging,bulbous,smooth,fibrous,white,gray,partial,white,other,cobwebby,brown,abundant,woods
edible,convex,fibrous,red,bruises,none,free,crowded,broad,brown,tapering,bulbous,smooth,scaly,gray,gray,partial,white,one,large,brown,clustered,waste
poisonous,knobbed,smooth,white,bruises,pungent,free,crowded,narrow,white,enlarging,rhizomorphs,smooth,fibrous,white,white,partial,brown,one,pendant,white,several,grasses
edible,convex,smooth,buff,no,none,free,distant,broad,chocolate,tapering,equal,silky,fibrous,pink,white,partial,white,one,none,orange,solitary,grasses
edible,knobbed,fibrous,red,bruises,none,descending,crowded,broad,purple,enlarging,rhizomorphs,smooth,smooth,buff,buff,partial,white,one,flaring,brown,several,urban
edible,bell,scaly,brown,bruises,none,notched,close,broad,orange,enlarging,bulbous,scaly,smooth,pink,buff,partial,white,one,large,brown,clustered,urban
edible,conical,fibrous,red,bruises,none,descending,crowded,broad,chocolate,tapering,equal,fibrous,scaly,white,white,partial,orange,one,evanescent,black,clustered,grasses
edible,convex,fibrous,purple,bruises,none,free,close,broad,white,tapering,bulbous,fibrous,smooth,red,red,partial,brown,one,pendant,brown,solitary,paths
edible,flat,smooth,gray,no,none,notched,close,broad,red,tapering,equal,smooth,smooth,white,white,universal,yellow,other,sheathing,black,scattered,grasses
edible,convex,scaly,red,bruises,creosote,free,close,narrow,white,tapering,bulbous,silky,smooth,pink,gray,universal,white,two,pendant,buff,solitary,grasses
edible,convex,grooves,buff,bruises,musty,descending,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,orange,one,large,brown,several,grasses
edible,convex,fibrous,white,bruises,spicy,free,distant,broad,pink,tapering,cup,fibrous,fibrous,yellow,yellow,partial,white,one,evanescent,yellow,numerous,woods
edible,convex,fibrous,brown,no,pungent,free,crowded,broad,brown,tapering,rhizomorphs,fibrous,fibrous,white,white,partial,white,one,cobwebby,white,several,grasses
edible,convex,smooth,white,bruises,none,descending,close,broad,red,tapering,equal,scaly,smooth,white,gray,partial,orange,other,large,chocolate,scattered,grasses
edible,knobbed,smooth,white,bruises,pungent,free,crowded,broad,gray,enlarging,equal,smooth,scaly,white,white,partial,white,one,flaring,black,scattered,woods
edible,flat,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,brown,partial,brown,one,cobwebby,black,solitary,meadows
edible,flat,fibrous,brown,bruises,none,attached,crowded,broad,buff,enlarging,cup,smooth,fibrous,cinnamon,white,partial,white,one,evanescent,buff,numerous,woods
edible,flat,scaly,cinnamon,no,creosote,free,crowded,narrow,buff,tapering,cup,silky,silky,cinnamon,cinnamon,partial,white,one,pendant,black,abundant,grasses
edible,conical,scaly,red,no,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,universal,yellow,one,zone,brown,clustered,woods
edible,convex,fibrous,green,no,almond,free,close,narrow,pink,tapering,bulbous,silky,smooth,brown,white,universal,white,one,pendant,black,solitary,woods
edible,convex,scaly,cinnamon,no,foul,free,close,narrow,white,tapering,rhizomorphs,silky,silky,orange,white,universal,white,one,none,green,several,urban
edible,convex,fibrous,red,bruises,none,free,close,broad,pink,enlarging,rhizomorphs,smooth,scaly,white,orange,partial,white,one,pendant,black,solitary,woods
edible,flat,smooth,brown,no,none,notched,close,narrow,chocolate,tapering,equal,smooth,smooth,red,red,partial,yellow,one,evanescent,purple,scattered,leaves
edible,sunken,grooves,gray,no,spicy,descending,distant,broad,brown,enlarging,rooted,scaly,smooth,yellow,yellow,partial,white,two,evanescent,yellow,solitary,grasses
edible,sunken,smooth,gray,no,none,descending,crowded,broad,green,tapering,equal,scaly,fibrous,white,cinnamon,partial,white,two,evanescent,buff,solitary,grasses
edible,flat,smooth,gray,no,fishy,notched,crowded,narrow,red,tapering,equal,fibrous,fibrous,white,white,partial,brown,one,cobwebby,brown,several,grasses
edible,convex,smooth,red,no,fishy,notched,close,narrow,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,yellow,one,sheathing,chocolate,scattered,woods
edible,conical,fibrous,buff,no,none,free,crowded,broad,purple,tapering,club,smooth,smooth,gray,gray,universal,yellow,one,pendant,brown,clustered,urban
edible,conical,smooth,brown,bruises,none,notched,crowded,narrow,brown,tapering,club,smooth,smooth,gray,white,universal,yellow,one,pendant,black,clustered,woods
edible,flat,scaly,red,no,anise,free,close,narrow,chocolate,tapering,bulbous,smooth,silky,brown,white,partial,white,one,pendant,black,scattered,meadows
edible,conical,grooves,red,bruises,foul,free,crowded,broad,black,tapering,club,fibrous,fibrous,white,white,partial,orange,one,evanescent,green,clustered,meadows
poisonous,flat,scaly,white,bruises,pungent,attached,crowded,broad,brown,enlarging,club,fibrous,fibrous,white,buff,partial,white,one,pendant,brown,scattered,paths
edible,bell,fibrous,white,bruises,none,free,close,narrow,brown,tapering,bulbous,smooth,silky,brown,brown,universal,white,other,none,black,several,urban
edible,convex,fibrous,green,bruises,anise,descending,crowded,broad,gray,tapering,rhizomorphs,smooth,scaly,white,buff,partial,white,one,pendant,brown,several,leaves
edible,convex,smooth,white,bruises,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,pink,white,partial,brown,two,evanescent,brown,numerous,grasses
edible,bell,fibrous,white,no,none,free,crowded,broad,black,enlarging,equal,scaly,scaly,white,white,partial,white,two,flaring,brown,numerous,grasses
edible,bell,smooth,brown,no,almond,notched,crowded,narrow,chocolate,tapering,bulbous,smooth,smooth,white,brown,universal,yellow,other,zone,brown,abundant,waste
edible,knobbed,scaly,purple,no,none,free,crowded,narrow,white,tapering,rhizomorphs,smooth,silky,buff,white,universal,white,one,evanescent,brown,several,woods
edible,convex,fibrous,brown,no,musty,attached,crowded,broad,chocolate,enlarging,equal,fibrous,smooth,white,pink,partial,brown,two,evanescent,orange,abundant,meadows
edible,sunken,smooth,brown,no,creosote,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,cinnamon,universal,yellow,two,sheathing,brown,several,woods
edible,convex,grooves,brown,bruises,none,free,distant,broad,green,enlarging,bulbous,scaly,smooth,pink,pink,partial,orange,two,large,orange,solitary,leaves
edible,bell,fibrous,gray,bruises,almond,free,crowded,broad,orange,enlarging,equal,fibrous,fibrous,white,white,partial,white,other,cobwebby,brown,abundant,grasses
edible,flat,smooth,brown,bruises,pungent,free,crowded,broad,white,tapering,rhizomorphs,fibrous,fibrous,white,white,partial,brown,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,almond,attached,crowded,broad,black,enlarging,bulbous,fibrous,smooth,brown,white,partial,brown,one,evanescent,brown,abundant,grasses
edible,bell,fibrous,green,bruises,fishy,free,close,narrow,orange,tapering,bulbous,smooth,smooth,pink,brown,partial,white,one,pendant,black,abundant,woods
edible,convex,scaly,pink,no,none,free,distant,narrow,green,tapering,rooted,silky,silky,white,white,partial,white,one,none,yellow,abundant,leaves
edible,flat,fibrous,gray,no,none,free,close,broad,black,tapering,equal,silky,fibrous,red,red,universal,white,one,evanescent,purple,abundant,urban
edible,convex,smooth,white,bruises,none,free,distant,broad,chocolate,tapering,cup,fibrous,fibrous,cinnamon,cinnamon,partial,white,two,evanescent,buff,numerous,paths
edible,knobbed,fibrous,gray,bruises,none,attached,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,white,several,grasses
edible,flat,fibrous,brown,bruises,none,free,distant,broad,green,enlarging,rooted,scaly,smooth,white,white,partial,orange,two,evanescent,brown,solitary,meadows
edible,flat,fibrous,cinnamon,no,anise,attached,crowded,broad,white,tapering,rhizomorphs,fibrous,fibrous,buff,buff,partial,white,one,evanescent,black,abundant,grasses
edible,convex,scaly,buff,no,none,free,distant,narrow,white,tapering,bulbous,silky,silky,white,yellow,partial,white,two,pendant,yellow,solitary,woods
edible,knobbed,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,rhizomorphs,smooth,fibrous,white,white,partial,white,one,pendant,green,abundant,grasses
edible,convex,smooth,purple,no,creosote,attached,crowded,broad,brown,tapering,equal,fibrous,fibrous,cinnamon,white,partial,white,two,evanescent,brown,scattered,waste
edible,knobbed,scaly,red,bruises,anise,free,close,broad,gray,tapering,rhizomorphs,smooth,smooth,gray,buff,partial,brown,one,pendant,black,several,waste
edible,sunken,scaly,red,bruises,none,free,distant,broad,purple,enlarging,bulbous,scaly,smooth,gray,cinnamon,partial,orange,two,pendant,black,several,woods
edible,conical,fibrous,cinnamon,bruises,almond,descending,close,broad,brown,enlarging,bulbous,smooth,smooth,gray,brown,partial,white,one,pendant,black,several,meadows
edible,convex,fibrous,white,bruises,creosote,attached,crowded,broad,chocolate,enlarging,equal,fibrous,smooth,cinnamon,white,partial,brown,one,evanescent,black,numerous,grasses
edible,flat,fibrous,pink,no,fishy,notched,crowded,narrow,pink,tapering,equal,smooth,smooth,gray,gray,universal,yellow,other,zone,chocolate,scattered,woods
edible,sunken,scaly,yellow,no,anise,free,distant,broad,pink,enlarging,rooted,silky,silky,white,cinnamon,universal,white,two,pendant,brown,solitary,waste
poisonous,flat,smooth,brown,no,pungent,free,close,narrow,orange,enlarging,equal,smooth,smooth,brown,white,partial,white,other,sheathing,black,abundant,urban
edible,flat,smooth,red,no,none,free,crowded,narrow,chocolate,tapering,equal,fibrous,fibrous,gray,gray,partial,yellow,other,evanescent,chocolate,scattered,meadows
edible,sunken,fibrous,buff,bruises,none,descending,distant,broad,black,enlarging,rooted,smooth,fibrous,white,yellow,partial,orange,one,flaring,yellow,solitary,grasses
edible,sunken,grooves,pink,bruises,musty,descending,distant,broad,green,tapering,rooted,smooth,smooth,gray,pink,partial,white,two,pendant,orange,several,woods
edible,knobbed,smooth,red,no,none,notched,crowded,narrow,gray,tapering,bulbous,smooth,smooth,white,white,universal,white,one,pendant,white,several,woods
edible,conical,scaly,gray,no,foul,free,crowded,broad,brown,tapering,equal,silky,smooth,orange,white,universal,white,one,none,green,abundant,waste
edible,sunken,fibrous,brown,no,none,free,distant,broad,yellow,enlarging,equal,fibrous,smooth,white,cinnamon,partial,brown,two,evanescent,black,solitary,woods
edible,convex,grooves,white,no,none,free,distant,broad,chocolate,enlarging,equal,fibrous,scaly,yellow,yellow,partial,orange,one,flaring,brown,scattered,leaves
edible,convex,fibrous,red,bruises,none,attached,close,broad,green,enlarging,rooted,smooth,smooth,pink,white,partial,brown,two,pendant,orange,several,woods
edible,knobbed,fibrous,brown,bruises,none,attached,close,broad,white,enlarging,bulbous,smooth,fibrous,white,white,partial,brown,one,pendant,white,several,woods
edible,convex,fibrous,cinnamon,no,almond,free,close,broad,black,enlarging,bulbous,scaly,fibrous,white,brown,partial,white,other,large,black,abundant,grasses
edible,convex,scaly,brown,no,musty,free,crowded,broad,purple,tapering,cup,silky,silky,pink,pink,universal,white,two,evanescent,black,numerous,grasses
edible,flat,scaly,white,no,anise,free,crowded,narrow,chocolate,tapering,rhizomorphs,smooth,silky,buff,white,universal,white,one,none,brown,several,meadows
edible,bell,smooth,gray,bruises,fishy,free,crowded,broad,orange,tapering,bulbous,smooth,smooth,gray,gray,partial,white,other,flaring,chocolate,abundant,grasses
poisonous,convex,scaly,white,bruises,musty,free,distant,narrow,purple,tapering,cup,smooth,smooth,pink,pink,universal,white,two,pendant,orange,numerous,waste
edible,bell,grooves,gray,bruises,almond,descending,crowded,broad,black,enlarging,club,scaly,smooth,white,orange,partial,orange,one,large,brown,clustered,urban
edible,convex,fibrous,brown,bruises,none,free,close,broad,red,tapering,equal,smooth,fibrous,red,white,partial,brown,one,evanescent,purple,several,paths
edible,conical,smooth,yellow,no,pungent,notched,crowded,narrow,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,sheathing,black,clustered,grasses
edible,convex,fibrous,brown,bruises,spicy,free,distant,broad,black,enlarging,cup,scaly,smooth,white,yellow,partial,orange,two,evanescent,brown,numerous,urban
edible,convex,grooves,brown,no,musty,descending,distant,broad,buff,enlarging,cup,scaly,scaly,pink,white,partial,white,one,flaring,brown,numerous,urban
edible,flat,fibrous,white,bruises,anise,attached,distant,broad,buff,tapering,bulbous,smooth,smooth,cinnamon,cinnamon,partial,white,one,pendant,purple,numerous,woods
edible,convex,fibrous,white,no,none,attached,crowded,broad,chocolate,enlarging,cup,smooth,fibrous,pink,pink,partial,brown,two,evanescent,orange,abundant,woods
edible,convex,smooth,white,no,creosote,free,crowded,broad,purple,tapering,cup,fibrous,silky,cinnamon,white,universal,white,one,none,buff,abundant,grasses
edible,convex,smooth,cinnamon,no,none,free,distant,broad,black,tapering,cup,silky,silky,white,cinnamon,universal,white,two,evanescent,buff,numerous,urban
edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,enlarging,bulbous,smooth,smooth,white,pink,partial,brown,one,pendant,black,several,woods
edible,knobbed,fibrous,purple,bruises,foul,descending,crowded,broad,white,tapering,bulbous,smooth,scaly,orange,orange,partial,orange,one,large,black,several,woods
edible,convex,fibrous,brown,bruises,musty,free,distant,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,orange,two,flaring,black,several,waste
edible,convex,smooth,green,no,creosote,notched,distant,broad,black,tapering,cup,smooth,smooth,cinnamon,cinnamon,universal,yellow,two,evanescent,black,numerous,paths
edible,flat,scaly,brown,no,spicy,free,distant,narrow,green,tapering,equal,silky,silky,yellow,yellow,universal,white,two,evanescent,brown,solitary,grasses
poisonous,sunken,smooth,white,no,pungent,notched,distant,narrow,green,tapering,equal,smooth,smooth,cinnamon,cinnamon,partial,yellow,two,pendant,brown,several,urban
edible,flat,grooves,gray,bruises,none,free,distant,narrow,buff,tapering,equal,fibrous,smooth,pink,pink,partial,white,one,zone,brown,numerous,grasses
edible,convex,grooves,red,bruises,none,descending,close,broad,red,enlarging,equal,smooth,scaly,red,gray,partial,white,other,large,purple,solitary,woods
edible,convex,fibrous,gray,bruises,none,free,distant,broad,purple,enlarging,cup,fibrous,smooth,cinnamon,cinnamon,partial,white,two,cobwebby,brown,numerous,woods
